timestamp,status,speed_kmh,location
2025-05-26 10:15:20,SLEEPING !!!,45,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:22,Active :),50,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:37,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:39,SLEEPING !!!,35,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:39,SLEEPING !!!,30,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:39,SLEEPING !!!,25,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:39,SLEEPING !!!,20,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:39,SLEEPING !!!,15,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:39,SLEEPING !!!,10,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:40,SLEEPING !!!,10,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:40,SLEEPING !!!,10,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:40,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:40,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:41,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:41,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:41,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:41,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:41,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:41,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:41,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:15:41,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:35,Active :),50,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:38,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:39,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:39,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:39,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:39,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:39,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:39,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:39,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:39,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:39,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:40,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:40,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:40,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:40,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:40,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:40,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:40,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:40,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:40,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:40,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:40,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:40,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:41,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:41,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:41,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:41,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:41,Active :),50,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:43,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:44,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:45,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:45,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:45,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:45,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:45,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:45,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:45,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:45,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:45,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:45,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:46,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:46,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:46,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:46,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:46,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:47,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:47,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:47,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:47,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:47,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:47,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:47,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:47,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:47,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:47,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:47,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:47,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:48,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:48,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:48,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:48,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:49,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:49,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
2025-05-26 10:19:49,Drowsy !,40,https://www.google.com/maps?q=21.1959%2C72.8302
